Name,Feature,Type,ML,Accuracy,Recall,Precision,F1,MLTime,Otime,Estimate Time
Holding Styles,Max,401,DT,100.0,100.0,100.0,100.0,0.040617942810058594,0.6,0.64
Holding Styles,Max,401,KNN3,100.0,100.0,100.0,100.0,0.024559736251831055,0.6,0.62
Holding Styles,Max,401,KNN7,100.0,100.0,100.0,100.0,0.024826765060424805,0.6,0.62
Holding Styles,Max,401,ETC100,100.0,100.0,100.0,100.0,0.28159022331237793,0.6,0.88
Holding Styles,Max,401,ETC50,100.0,100.0,100.0,100.0,0.14838194847106934,0.6,0.75
Holding Styles,Max,401,ETC25,100.0,100.0,100.0,100.0,0.08458495140075684,0.6,0.68
Holding Styles,Max,401,ETC10,100.0,100.0,100.0,100.0,0.04446530342102051,0.6,0.64
Holding Styles,Max,401,RFC100,100.0,100.0,100.0,100.0,0.6993241310119629,0.6,1.3
Holding Styles,Max,401,RFC50,100.0,100.0,100.0,100.0,0.3565807342529297,0.6,0.96
Holding Styles,Max,401,RFC25,100.0,100.0,100.0,100.0,0.19011497497558594,0.6,0.79
Holding Styles,Max,401,RFC10,100.0,100.0,100.0,100.0,0.08721256256103516,0.6,0.69
Holding Styles,Min,401,DT,100.0,100.0,100.0,100.0,0.04077601432800293,0.6,0.64
Holding Styles,Min,401,KNN3,100.0,100.0,100.0,100.0,0.026293039321899414,0.6,0.63
Holding Styles,Min,401,KNN7,100.0,100.0,100.0,100.0,0.024840831756591797,0.6,0.62
Holding Styles,Min,401,ETC100,100.0,100.0,100.0,100.0,0.3004608154296875,0.6,0.9
Holding Styles,Min,401,ETC50,100.0,100.0,100.0,100.0,0.15048527717590332,0.6,0.75
Holding Styles,Min,401,ETC25,100.0,100.0,100.0,100.0,0.08330965042114258,0.6,0.68
Holding Styles,Min,401,ETC10,100.0,100.0,100.0,100.0,0.04385876655578613,0.6,0.64
Holding Styles,Min,401,RFC100,100.0,100.0,100.0,100.0,0.6944613456726074,0.6,1.29
Holding Styles,Min,401,RFC50,100.0,100.0,100.0,100.0,0.355121374130249,0.6,0.96
Holding Styles,Min,401,RFC25,100.0,100.0,100.0,100.0,0.18866610527038574,0.6,0.79
Holding Styles,Min,401,RFC10,100.0,100.0,100.0,100.0,0.08804583549499512,0.6,0.69
Holding Styles,Mean,401,DT,99.98,99.98,99.98,99.98,0.041927337646484375,0.6,0.64
Holding Styles,Mean,401,KNN3,100.0,100.0,100.0,100.0,0.025335073471069336,0.6,0.63
Holding Styles,Mean,401,KNN7,100.0,100.0,100.0,100.0,0.02464604377746582,0.6,0.62
Holding Styles,Mean,401,ETC100,100.0,100.0,100.0,100.0,0.2784726619720459,0.6,0.88
Holding Styles,Mean,401,ETC50,100.0,100.0,100.0,100.0,0.1491248607635498,0.6,0.75
Holding Styles,Mean,401,ETC25,100.0,100.0,100.0,100.0,0.08440756797790527,0.6,0.68
Holding Styles,Mean,401,ETC10,100.0,100.0,100.0,100.0,0.04387044906616211,0.6,0.64
Holding Styles,Mean,401,RFC100,100.0,100.0,100.0,100.0,0.6966836452484131,0.6,1.3
Holding Styles,Mean,401,RFC50,100.0,100.0,100.0,100.0,0.35881519317626953,0.6,0.96
Holding Styles,Mean,401,RFC25,100.0,100.0,100.0,100.0,0.19133281707763672,0.6,0.79
Holding Styles,Mean,401,RFC10,100.0,100.0,100.0,100.0,0.08947205543518066,0.6,0.69
Holding Styles,StandardDeviation,401,DT,56.81,56.73,56.67,56.7,0.20492887496948242,0.6,0.8
Holding Styles,StandardDeviation,401,KNN3,62.01,61.79,63.16,62.17,0.024997949600219727,0.6,0.62
Holding Styles,StandardDeviation,401,KNN7,65.64,65.41,66.33,65.66,0.02492070198059082,0.6,0.62
Holding Styles,StandardDeviation,401,ETC100,65.16,64.95,65.46,65.07,0.998084545135498,0.6,1.6
Holding Styles,StandardDeviation,401,ETC50,65.23,65.01,65.53,65.15,0.5109634399414062,0.6,1.11
Holding Styles,StandardDeviation,401,ETC25,65.08,64.84,65.5,65.03,0.25829291343688965,0.6,0.86
Holding Styles,StandardDeviation,401,ETC10,63.18,62.93,63.6,63.14,0.11159443855285645,0.6,0.71
Holding Styles,StandardDeviation,401,RFC100,65.54,65.34,65.88,65.49,1.8908534049987793,0.6,2.49
Holding Styles,StandardDeviation,401,RFC50,65.39,65.2,65.79,65.36,0.950425386428833,0.6,1.55
Holding Styles,StandardDeviation,401,RFC25,65.14,64.93,65.62,65.13,0.4797985553741455,0.6,1.08
Holding Styles,StandardDeviation,401,RFC10,63.99,63.73,64.48,63.95,0.20207667350769043,0.6,0.8
